GEO_ID,Geographic_Area_Name,Estimate_Total,Percentage_Total_Built_2020_or_later,Percentage_Total_Built_2010_to_2019,Percentage_Total_Built_2000_to_2009,Percentage_Total_Built_1990_to_1999,Percentage_Total_Built_1980_to_1989,Percentage_Total_Built_1970_to_1979,Percentage_Total_Built_1960_to_1969,Percentage_Total_Built_1950_to_1959,Percentage_Total_Built_1940_to_1949,Percentage_Total_Built_1939_or_earlier
0500000US39173,"Wood County, Ohio",57755,0.0109,0.0682,0.1357,0.1558,0.1318,0.1618,0.0838,0.0715,0.0297,0.1509
0500000US40017,"Canadian County, Oklahoma",62129,0.0602,0.2307,0.2045,0.0969,0.1345,0.1487,0.0483,0.0336,0.0148,0.0278
0500000US40027,"Cleveland County, Oklahoma",124830,0.0199,0.16,0.1965,0.1351,0.1692,0.1524,0.0927,0.031,0.0154,0.0278
0500000US40031,"Comanche County, Oklahoma",52700,0.0209,0.1123,0.1251,0.0866,0.1182,0.1824,0.1442,0.1069,0.0588,0.0448
0500000US40037,"Creek County, Oklahoma",31641,0.0248,0.1177,0.1567,0.1283,0.1358,0.1731,0.0903,0.0559,0.0313,0.0861
0500000US40101,"Muskogee County, Oklahoma",29374,0.0155,0.0906,0.1111,0.0934,0.1357,0.1905,0.0951,0.1144,0.0541,0.0996
0500000US40109,"Oklahoma County, Oklahoma",360910,0.0186,0.1127,0.1142,0.0882,0.1386,0.159,0.1392,0.1178,0.053,0.0587
0500000US40119,"Payne County, Oklahoma",37059,0.0267,0.1763,0.1348,0.0996,0.1445,0.1618,0.0841,0.0841,0.0314,0.0568
0500000US40125,"Pottawatomie County, Oklahoma",30306,0.0162,0.1136,0.1535,0.1,0.1362,0.1888,0.0835,0.0735,0.0658,0.0688
0500000US40131,"Rogers County, Oklahoma",39375,0.0329,0.1805,0.2062,0.134,0.1364,0.1545,0.0668,0.0422,0.0146,0.0319
0500000US40143,"Tulsa County, Oklahoma",297849,0.0115,0.1133,0.1213,0.0918,0.1399,0.1786,0.1238,0.1094,0.0444,0.0661
0500000US40145,"Wagoner County, Oklahoma",34315,0.0438,0.1937,0.2431,0.1216,0.1159,0.1841,0.0401,0.0235,0.0158,0.0182
0500000US41003,"Benton County, Oregon",40944,0.0177,0.085,0.1682,0.1584,0.09,0.2312,0.1072,0.0632,0.0255,0.0534
0500000US41005,"Clackamas County, Oregon",174351,0.0226,0.1094,0.1466,0.1693,0.1245,0.199,0.0877,0.0475,0.0329,0.0606
0500000US41017,"Deschutes County, Oregon",99639,0.0525,0.1781,0.2421,0.1989,0.1193,0.1292,0.0299,0.0099,0.0075,0.0325
0500000US41019,"Douglas County, Oregon",50661,0.0279,0.0645,0.1201,0.1278,0.0805,0.1861,0.0793,0.1309,0.0813,0.1015
0500000US41029,"Jackson County, Oregon",97779,0.0267,0.0797,0.175,0.1686,0.1154,0.1753,0.0812,0.066,0.0493,0.0627
0500000US41033,"Josephine County, Oregon",39550,0.0125,0.0949,0.1437,0.1435,0.0872,0.1927,0.0862,0.086,0.0612,0.0922
0500000US41035,"Klamath County, Oregon",33203,0.0078,0.0562,0.1421,0.1249,0.0891,0.1479,0.1108,0.07,0.0821,0.1691
0500000US41039,"Lane County, Oregon",170014,0.0153,0.084,0.1195,0.1309,0.0863,0.2038,0.1374,0.0875,0.0783,0.057
0500000US41043,"Linn County, Oregon",53520,0.0172,0.0931,0.1527,0.1467,0.0606,0.2101,0.0896,0.0735,0.0865,0.0699
0500000US41047,"Marion County, Oregon",132073,0.0263,0.0811,0.1315,0.1457,0.107,0.2387,0.0949,0.063,0.0437,0.0681
0500000US41051,"Multnomah County, Oregon",371441,0.013,0.115,0.1068,0.098,0.0732,0.1183,0.0862,0.0953,0.0683,0.2258
0500000US41053,"Polk County, Oregon",34946,0.0198,0.1058,0.2128,0.1545,0.0758,0.15,0.0837,0.0394,0.0339,0.1243
0500000US41059,"Umatilla County, Oregon",32115,0.0152,0.0589,0.1298,0.1497,0.1106,0.1807,0.0913,0.1057,0.0648,0.0932
0500000US41067,"Washington County, Oregon",243489,0.0228,0.1207,0.1728,0.1925,0.1258,0.1943,0.0847,0.0392,0.023,0.0243
0500000US41071,"Yamhill County, Oregon",41263,0.0194,0.1364,0.1996,0.1672,0.11,0.1412,0.0323,0.0571,0.0724,0.0644
0500000US42001,"Adams County, Pennsylvania",43653,0.003,0.0848,0.114,0.15,0.1167,0.1291,0.0662,0.101,0.028,0.2072
0500000US42003,"Allegheny County, Pennsylvania",606136,0.0072,0.0495,0.0544,0.0482,0.0704,0.1035,0.1211,0.1814,0.0835,0.2808
0500000US42005,"Armstrong County, Pennsylvania",32156,0.0047,0.0458,0.0746,0.0665,0.0847,0.1317,0.0782,0.1261,0.101,0.2868
0500000US42007,"Beaver County, Pennsylvania",79255,0.0044,0.0375,0.0614,0.0646,0.0638,0.1118,0.1196,0.1904,0.0841,0.2624
0500000US42011,"Berks County, Pennsylvania",171717,0.0141,0.0486,0.0959,0.1142,0.0973,0.1227,0.097,0.0988,0.0453,0.2662
0500000US42013,"Blair County, Pennsylvania",55868,0.005,0.0271,0.0499,0.0597,0.0665,0.151,0.0994,0.1602,0.1021,0.2792
0500000US42017,"Bucks County, Pennsylvania",257272,0.0064,0.0518,0.0974,0.1268,0.1364,0.1683,0.123,0.1654,0.033,0.0916
0500000US42019,"Butler County, Pennsylvania",87486,0.0255,0.1028,0.1475,0.1374,0.0977,0.1233,0.0786,0.1083,0.0454,0.1335
0500000US42021,"Cambria County, Pennsylvania",64475,0.0035,0.0271,0.05,0.0523,0.0985,0.1546,0.0949,0.1585,0.1085,0.2521
0500000US42025,"Carbon County, Pennsylvania",34394,0.0049,0.0315,0.1178,0.1074,0.1053,0.1347,0.0469,0.0554,0.0575,0.3385
0500000US42027,"Centre County, Pennsylvania",66483,0.0079,0.0797,0.1336,0.128,0.1316,0.1563,0.1088,0.0901,0.0394,0.1246
0500000US42029,"Chester County, Pennsylvania",212724,0.0219,0.0856,0.1456,0.1369,0.1452,0.1417,0.0899,0.0795,0.0229,0.1309
0500000US42033,"Clearfield County, Pennsylvania",38209,0.0037,0.0475,0.1037,0.1082,0.092,0.1734,0.068,0.0869,0.0585,0.2579
0500000US42039,"Crawford County, Pennsylvania",42158,0.0059,0.0392,0.0794,0.1006,0.1092,0.1466,0.0811,0.135,0.0692,0.2336
0500000US42041,"Cumberland County, Pennsylvania",110872,0.0185,0.0994,0.1249,0.0906,0.1197,0.1319,0.1228,0.1037,0.0411,0.1475
0500000US42043,"Dauphin County, Pennsylvania",127764,0.0105,0.0636,0.0913,0.0992,0.1043,0.144,0.0939,0.134,0.0766,0.1826
0500000US42045,"Delaware County, Pennsylvania",229815,0.003,0.0373,0.0468,0.0585,0.0672,0.0969,0.1151,0.2495,0.1218,0.2039
0500000US42049,"Erie County, Pennsylvania",120123,0.0031,0.0288,0.0825,0.0849,0.0912,0.1487,0.0997,0.1397,0.1012,0.2201
0500000US42051,"Fayette County, Pennsylvania",62181,0.0026,0.0365,0.0681,0.0769,0.0884,0.1335,0.0857,0.1393,0.0823,0.2866
0500000US42055,"Franklin County, Pennsylvania",67077,0.012,0.0909,0.1547,0.1442,0.1047,0.1215,0.0957,0.0739,0.0446,0.1578
0500000US42063,"Indiana County, Pennsylvania",37633,0.0056,0.066,0.0629,0.0892,0.157,0.1587,0.099,0.0787,0.0784,0.2045
0500000US42069,"Lackawanna County, Pennsylvania",100179,0.0043,0.0318,0.053,0.0792,0.0768,0.1296,0.1019,0.096,0.079,0.3482
0500000US42071,"Lancaster County, Pennsylvania",218987,0.0146,0.092,0.1162,0.143,0.1254,0.1071,0.0736,0.0955,0.0375,0.1951
0500000US42073,"Lawrence County, Pennsylvania",39606,0.0023,0.0253,0.0553,0.068,0.0584,0.1541,0.0818,0.1907,0.093,0.2711
0500000US42075,"Lebanon County, Pennsylvania",60033,0.029,0.0831,0.1146,0.0851,0.0965,0.1161,0.0901,0.103,0.063,0.2196
0500000US42077,"Lehigh County, Pennsylvania",151300,0.0096,0.0583,0.0826,0.0972,0.0982,0.1298,0.1022,0.1055,0.0641,0.2525
0500000US42079,"Luzerne County, Pennsylvania",151332,0.0049,0.0328,0.0676,0.0572,0.0784,0.1712,0.1027,0.1074,0.0751,0.3027
0500000US42081,"Lycoming County, Pennsylvania",52684,0.0019,0.0367,0.0734,0.0895,0.0798,0.1476,0.0855,0.1203,0.0848,0.2806
0500000US42085,"Mercer County, Pennsylvania",50947,0.0046,0.0389,0.0626,0.1074,0.09,0.145,0.096,0.1607,0.0612,0.2337
0500000US42089,"Monroe County, Pennsylvania",79663,0.0055,0.0347,0.1617,0.1487,0.2339,0.1415,0.0868,0.0716,0.0162,0.0995
0500000US42091,"Montgomery County, Pennsylvania",350243,0.0124,0.0621,0.0935,0.0961,0.1154,0.123,0.1203,0.1667,0.0507,0.1598
0500000US42095,"Northampton County, Pennsylvania",129621,0.0094,0.0575,0.1135,0.1003,0.1102,0.0992,0.0858,0.1086,0.0408,0.2747
0500000US42097,"Northumberland County, Pennsylvania",43387,0.0087,0.0311,0.0681,0.082,0.0791,0.1216,0.0984,0.0739,0.0563,0.3808
0500000US42101,"Philadelphia County, Pennsylvania",757656,0.0099,0.0583,0.0336,0.0254,0.0479,0.0786,0.0998,0.1432,0.1006,0.4027
0500000US42107,"Schuylkill County, Pennsylvania",67300,0.0025,0.0268,0.0559,0.0699,0.0484,0.1194,0.0785,0.0813,0.0631,0.4541
0500000US42111,"Somerset County, Pennsylvania",37822,0.0031,0.0288,0.0874,0.0977,0.1268,0.1408,0.0633,0.1066,0.084,0.2613
0500000US42125,"Washington County, Pennsylvania",98046,0.0136,0.0745,0.0928,0.0843,0.0978,0.1153,0.0969,0.1043,0.0667,0.2539
0500000US42129,"Westmoreland County, Pennsylvania",168884,0.0062,0.0389,0.0783,0.0714,0.0891,0.1489,0.1225,0.1669,0.0837,0.1941
0500000US42133,"York County, Pennsylvania",189812,0.0142,0.0503,0.1519,0.1216,0.1162,0.1282,0.0953,0.0969,0.0424,0.1829
0500000US44003,"Kent County, Rhode Island",76564,0.0024,0.0398,0.0505,0.0846,0.1692,0.1394,0.1235,0.1488,0.0744,0.1673
0500000US44005,"Newport County, Rhode Island",43668,0.0109,0.0485,0.0754,0.0686,0.1189,0.1201,0.088,0.1216,0.0485,0.2995
0500000US44007,"Providence County, Rhode Island",277755,0.0073,0.0299,0.0468,0.0485,0.1008,0.1101,0.0959,0.1239,0.0792,0.3575
0500000US44009,"Washington County, Rhode Island",66428,0.0148,0.0826,0.089,0.1084,0.1921,0.1132,0.0999,0.0924,0.0589,0.1486
0500000US45003,"Aiken County, South Carolina",79952,0.034,0.1354,0.1641,0.1594,0.1731,0.1201,0.0745,0.0877,0.0262,0.0254
0500000US45007,"Anderson County, South Carolina",92387,0.0319,0.1275,0.1669,0.1509,0.1586,0.1402,0.0826,0.0795,0.0341,0.0278
0500000US45013,"Beaufort County, South Carolina",103743,0.0276,0.174,0.287,0.1707,0.1833,0.0965,0.0209,0.024,0.0051,0.0108
0500000US45015,"Berkeley County, South Carolina",100716,0.0873,0.233,0.2368,0.1327,0.1326,0.083,0.0672,0.0176,0.0053,0.0046
0500000US45019,"Charleston County, South Carolina",209599,0.0338,0.174,0.1811,0.1362,0.1422,0.0987,0.097,0.0657,0.0278,0.0434
0500000US45035,"Dorchester County, South Carolina",67821,0.0376,0.1875,0.2703,0.1525,0.161,0.103,0.0582,0.0054,0.016,0.0084
0500000US45041,"Florence County, South Carolina",62119,0.0225,0.1066,0.1695,0.1772,0.1527,0.1015,0.0911,0.0847,0.0532,0.0411
0500000US45045,"Greenville County, South Carolina",239918,0.042,0.1654,0.1824,0.1544,0.1127,0.1117,0.113,0.0666,0.0271,0.0246
0500000US45047,"Greenwood County, South Carolina",31731,0.011,0.0746,0.101,0.1343,0.1124,0.1605,0.1407,0.1176,0.0633,0.0846
0500000US45051,"Horry County, South Carolina",217310,0.0436,0.1902,0.2647,0.169,0.1792,0.082,0.024,0.0308,0.0073,0.0092
0500000US45055,"Kershaw County, South Carolina",30269,0.0126,0.136,0.2028,0.1963,0.1577,0.1217,0.079,0.0579,0.0212,0.0147
0500000US45057,"Lancaster County, South Carolina",44170,0.0562,0.2584,0.1794,0.1188,0.0861,0.0971,0.0667,0.0649,0.0227,0.0497
0500000US45059,"Laurens County, South Carolina",31956,0.0151,0.1158,0.1377,0.1863,0.1328,0.1454,0.127,0.0565,0.0338,0.0497
0500000US45063,"Lexington County, South Carolina",133557,0.0346,0.1603,0.1743,0.1547,0.1528,0.141,0.0929,0.054,0.0129,0.0225
0500000US45073,"Oconee County, South Carolina",42007,0.0124,0.1286,0.2271,0.2036,0.1324,0.1062,0.0789,0.0374,0.025,0.0483
0500000US45075,"Orangeburg County, South Carolina",41552,0.0049,0.0471,0.1059,0.2129,0.1635,0.1505,0.1395,0.0912,0.0292,0.0552
0500000US45077,"Pickens County, South Carolina",58468,0.0215,0.1134,0.1258,0.1762,0.1993,0.1597,0.0882,0.071,0.0173,0.0275
0500000US45079,"Richland County, South Carolina",187448,0.0239,0.1521,0.1751,0.1327,0.1376,0.1396,0.0909,0.0727,0.0286,0.0467
0500000US45083,"Spartanburg County, South Carolina",144735,0.0621,0.1422,0.1565,0.1437,0.1269,0.1263,0.0865,0.0629,0.0359,0.0571
0500000US45085,"Sumter County, South Carolina",47616,0.0174,0.1197,0.1501,0.1623,0.2164,0.1546,0.0785,0.0656,0.0204,0.0151
0500000US45091,"York County, South Carolina",121027,0.043,0.2512,0.2207,0.1442,0.1145,0.0871,0.0459,0.0386,0.0246,0.0304
0500000US46083,"Lincoln County, South Dakota",28586,0.0494,0.2752,0.3338,0.1649,0.0541,0.0325,0.0122,0.0101,0.0214,0.0464
0500000US46099,"Minnehaha County, South Dakota",89045,0.0226,0.154,0.152,0.1424,0.1135,0.1146,0.0633,0.0885,0.0342,0.115
0500000US46103,"Pennington County, South Dakota",51721,0.0183,0.1206,0.1571,0.1131,0.1216,0.1949,0.0698,0.1287,0.0247,0.0512
0500000US47001,"Anderson County, Tennessee",35923,0.029,0.081,0.1031,0.1245,0.1285,0.117,0.0881,0.1032,0.1736,0.0521
0500000US47009,"Blount County, Tennessee",61732,0.0171,0.1287,0.1708,0.1645,0.1265,0.163,0.0632,0.0497,0.0342,0.0822
0500000US47011,"Bradley County, Tennessee",45886,0.0156,0.0921,0.1641,0.1794,0.1402,0.1666,0.0863,0.0533,0.0626,0.0399
0500000US47037,"Davidson County, Tennessee",358163,0.0446,0.1776,0.145,0.0938,0.1417,0.1221,0.1062,0.0845,0.0293,0.0552
0500000US47059,"Greene County, Tennessee",32685,0.0103,0.1149,0.1265,0.1369,0.1608,0.1558,0.0974,0.0889,0.0496,0.0589
0500000US47063,"Hamblen County, Tennessee",28191,0.0088,0.0723,0.0881,0.1895,0.1252,0.1995,0.1221,0.0886,0.0333,0.0726
0500000US47065,"Hamilton County, Tennessee",168200,0.0187,0.1223,0.1458,0.1091,0.1079,0.1485,0.1151,0.0882,0.0432,0.1012
0500000US47093,"Knox County, Tennessee",217248,0.0309,0.115,0.1541,0.1485,0.1193,0.1464,0.0996,0.0806,0.0431,0.0625
0500000US47113,"Madison County, Tennessee",44120,0.0128,0.1047,0.1666,0.1594,0.1313,0.1296,0.1122,0.087,0.0225,0.0738
0500000US47119,"Maury County, Tennessee",46397,0.0559,0.1871,0.1511,0.1565,0.0819,0.121,0.0713,0.0588,0.0411,0.0752
0500000US47125,"Montgomery County, Tennessee",93707,0.0611,0.2223,0.1752,0.1757,0.1048,0.0994,0.0638,0.05,0.021,0.0267
0500000US47141,"Putnam County, Tennessee",36544,0.0158,0.1462,0.2012,0.1579,0.1942,0.1373,0.0607,0.0194,0.0438,0.0235
0500000US47147,"Robertson County, Tennessee",29850,0.0457,0.1259,0.2071,0.159,0.1893,0.0814,0.0541,0.0478,0.028,0.0616
0500000US47149,"Rutherford County, Tennessee",139340,0.0678,0.2141,0.2265,0.1814,0.1336,0.0825,0.0345,0.0285,0.0129,0.0182
0500000US47155,"Sevier County, Tennessee",58856,0.0342,0.1806,0.2615,0.1734,0.1339,0.1089,0.0384,0.0306,0.0191,0.0195
0500000US47157,"Shelby County, Tennessee",402687,0.0096,0.0569,0.1222,0.1139,0.1382,0.1793,0.1189,0.1534,0.0513,0.0563
0500000US47163,"Sullivan County, Tennessee",76219,0.0087,0.062,0.1041,0.1576,0.0989,0.1799,0.126,0.128,0.0574,0.0775
0500000US47165,"Sumner County, Tennessee",83389,0.0326,0.2308,0.184,0.1688,0.1323,0.1136,0.0856,0.0304,0.0055,0.0164
0500000US47179,"Washington County, Tennessee",62018,0.0221,0.1292,0.1564,0.1563,0.1366,0.1449,0.0768,0.0787,0.0348,0.0643
0500000US47187,"Williamson County, Tennessee",98014,0.0562,0.267,0.2306,0.1746,0.1191,0.0792,0.0337,0.0151,0.0093,0.0153
0500000US47189,"Wilson County, Tennessee",63192,0.0668,0.1907,0.2328,0.1434,0.1171,0.1147,0.0743,0.0176,0.0203,0.0222
0500000US48005,"Angelina County, Texas",37051,0.032,0.1323,0.1737,0.1371,0.1633,0.1408,0.0731,0.0706,0.0499,0.0272
0500000US48021,"Bastrop County, Texas",39539,0.0462,0.2372,0.2615,0.1514,0.1005,0.0826,0.0441,0.0114,0.0195,0.0455
0500000US48027,"Bell County, Texas",155289,0.0416,0.2066,0.2159,0.1468,0.1209,0.1191,0.0726,0.0335,0.0225,0.0207
0500000US48029,"Bexar County, Texas",820113,0.0419,0.1768,0.1777,0.1049,0.1467,0.1225,0.0765,0.0725,0.0361,0.0445
0500000US48037,"Bowie County, Texas",40010,0.0206,0.1366,0.1039,0.1343,0.1335,0.183,0.1215,0.0929,0.0424,0.0312
0500000US48039,"Brazoria County, Texas",150586,0.0302,0.1905,0.2247,0.1443,0.1201,0.1427,0.0752,0.0399,0.0173,0.0149
0500000US48041,"Brazos County, Texas",101193,0.0392,0.2155,0.1936,0.128,0.1903,0.111,0.0404,0.0273,0.0319,0.0228
0500000US48061,"Cameron County, Texas",159560,0.0257,0.1627,0.203,0.1482,0.1701,0.1403,0.0636,0.0532,0.0179,0.0154
0500000US48085,"Collin County, Texas",436091,0.067,0.2759,0.2461,0.1824,0.1339,0.0589,0.0175,0.0084,0.0058,0.0042
0500000US48091,"Comal County, Texas",78307,0.0849,0.2773,0.2094,0.1477,0.0951,0.076,0.0293,0.0382,0.0207,0.0214
0500000US48099,"Coryell County, Texas",29495,0.031,0.1296,0.198,0.1157,0.1004,0.2221,0.14,0.0405,0.0037,0.019
0500000US48113,"Dallas County, Texas",1063724,0.0229,0.123,0.1255,0.1057,0.1741,0.16,0.1193,0.1008,0.0314,0.0373
0500000US48121,"Denton County, Texas",376640,0.054,0.2724,0.2636,0.157,0.1372,0.0734,0.0209,0.0113,0.0051,0.005
0500000US48135,"Ector County, Texas",69260,0.0234,0.1646,0.1033,0.0644,0.1934,0.1345,0.0806,0.1857,0.0467,0.0033
0500000US48139,"Ellis County, Texas",76016,0.0608,0.2266,0.2637,0.1202,0.1158,0.0868,0.0458,0.0369,0.0119,0.0314
0500000US48141,"El Paso County, Texas",323951,0.0231,0.1803,0.1477,0.1246,0.1394,0.1374,0.0897,0.0934,0.0242,0.0402
0500000US48157,"Fort Bend County, Texas",305748,0.0627,0.3149,0.2404,0.134,0.1164,0.087,0.0233,0.01,0.0034,0.0079
0500000US48167,"Galveston County, Texas",162116,0.0261,0.17,0.1832,0.1106,0.1411,0.1457,0.0994,0.0456,0.0222,0.0562
0500000US48181,"Grayson County, Texas",61105,0.0494,0.1507,0.1681,0.0946,0.1356,0.0975,0.097,0.0836,0.0417,0.0817
0500000US48183,"Gregg County, Texas",53883,0.0095,0.1192,0.0953,0.0905,0.1966,0.2126,0.1095,0.1203,0.029,0.0174
0500000US48187,"Guadalupe County, Texas",69626,0.0629,0.2854,0.2197,0.1434,0.1013,0.0764,0.0456,0.0312,0.0271,0.0069
0500000US48201,"Harris County, Texas",1917718,0.028,0.1665,0.1766,0.1069,0.1526,0.1694,0.0852,0.0639,0.0248,0.0261
0500000US48203,"Harrison County, Texas",29705,0.0113,0.1324,0.1988,0.1248,0.1317,0.1495,0.0626,0.052,0.0226,0.1145
0500000US48209,"Hays County, Texas",104828,0.0961,0.3596,0.2386,0.1092,0.1031,0.0436,0.0173,0.0133,0.0077,0.0115
0500000US48213,"Henderson County, Texas",41754,0.0384,0.1364,0.1739,0.1453,0.1691,0.167,0.0816,0.0291,0.0224,0.0369
0500000US48215,"Hidalgo County, Texas",308396,0.0293,0.1852,0.2596,0.1794,0.1515,0.1011,0.0388,0.0243,0.0177,0.0132
0500000US48221,"Hood County, Texas",29238,0.041,0.1917,0.2313,0.1659,0.1995,0.093,0.0181,0.0203,0.0167,0.0222
0500000US48231,"Hunt County, Texas",43198,0.0561,0.17,0.17,0.1129,0.1198,0.155,0.1223,0.0509,0.0112,0.0319
0500000US48245,"Jefferson County, Texas",110166,0.0194,0.1368,0.1114,0.1167,0.0975,0.1777,0.1963,0.0898,0.0277,0.0266
0500000US48251,"Johnson County, Texas",70869,0.0626,0.2059,0.2309,0.0983,0.1388,0.1382,0.0594,0.0226,0.0095,0.0339
0500000US48257,"Kaufman County, Texas",54266,0.1714,0.2508,0.2407,0.0788,0.1168,0.065,0.0353,0.0209,0.0037,0.0165
0500000US48291,"Liberty County, Texas",35897,0.058,0.1995,0.1726,0.1397,0.1476,0.151,0.0419,0.0425,0.0391,0.0082
0500000US48303,"Lubbock County, Texas",139723,0.0334,0.17,0.1455,0.0874,0.1376,0.1427,0.1111,0.1091,0.0336,0.0297
0500000US48309,"McLennan County, Texas",108300,0.0174,0.1602,0.1298,0.084,0.1296,0.1272,0.1336,0.1358,0.0262,0.0561
0500000US48329,"Midland County, Texas",73011,0.0455,0.2459,0.1592,0.0925,0.1608,0.0973,0.0676,0.1104,0.0161,0.0048
0500000US48339,"Montgomery County, Texas",265140,0.07,0.2721,0.2623,0.1553,0.1043,0.0887,0.0253,0.0134,0.0035,0.0048
0500000US48355,"Nueces County, Texas",154630,0.0119,0.1334,0.1236,0.1098,0.1627,0.143,0.1025,0.1341,0.0581,0.021
0500000US48361,"Orange County, Texas",37959,0.0173,0.1373,0.169,0.0945,0.1323,0.1345,0.1798,0.0699,0.0342,0.0313
0500000US48367,"Parker County, Texas",60082,0.0597,0.2548,0.2337,0.1299,0.1307,0.0674,0.0577,0.0324,0.0074,0.0264
0500000US48375,"Potter County, Texas",49367,0.006,0.0524,0.0767,0.0839,0.0868,0.106,0.1253,0.2266,0.1295,0.1067
0500000US48381,"Randall County, Texas",61690,0.0344,0.1748,0.1514,0.1025,0.1272,0.1355,0.1285,0.106,0.023,0.0167
0500000US48397,"Rockwall County, Texas",44150,0.1034,0.3114,0.2624,0.1512,0.1093,0.0477,0.0065,0.004,0.0011,0.0029
0500000US48409,"San Patricio County, Texas",30505,0.0299,0.1401,0.1314,0.1386,0.1005,0.1971,0.1055,0.0868,0.029,0.0411
0500000US48423,"Smith County, Texas",99791,0.0401,0.1272,0.16,0.1427,0.1057,0.1181,0.1119,0.0975,0.0594,0.0374
0500000US48427,"Starr County, Texas",23147,0.0201,0.1547,0.1935,0.2578,0.1877,0.1228,0.0215,0.0142,0.0227,0.0049
0500000US48439,"Tarrant County, Texas",844000,0.0291,0.1487,0.1967,0.1275,0.1753,0.1181,0.0711,0.0814,0.0246,0.0277
0500000US48441,"Taylor County, Texas",62293,0.0276,0.148,0.0648,0.0901,0.1221,0.1306,0.0846,0.1786,0.0737,0.0799
0500000US48451,"Tom Green County, Texas",52412,0.0185,0.0828,0.1136,0.0959,0.186,0.1411,0.1147,0.1634,0.0442,0.0398
0500000US48453,"Travis County, Texas",620979,0.0417,0.2466,0.1971,0.1263,0.1533,0.1108,0.0542,0.0342,0.0157,0.0201
0500000US48469,"Victoria County, Texas",39595,0.0071,0.1572,0.1011,0.13,0.136,0.1481,0.0707,0.1329,0.0534,0.0634
0500000US48471,"Walker County, Texas",30545,0.0536,0.2413,0.1147,0.1777,0.1488,0.1529,0.0566,0.008,0.0122,0.0342
0500000US48479,"Webb County, Texas",88388,0.0159,0.1961,0.2393,0.1729,0.1292,0.0775,0.0728,0.0541,0.0133,0.0289
0500000US48485,"Wichita County, Texas",55735,0.0013,0.0538,0.1052,0.0901,0.156,0.1505,0.1157,0.1761,0.0541,0.0973
0500000US48491,"Williamson County, Texas",265118,0.0919,0.3103,0.2722,0.1285,0.106,0.0606,0.0089,0.0065,0.0042,0.0109
0500000US48497,"Wise County, Texas",27449,0.0454,0.2087,0.1995,0.1588,0.125,0.1034,0.0569,0.0456,0.0274,0.0294
0500000US49005,"Cache County, Utah",46849,0.0388,0.1634,0.1691,0.1366,0.1042,0.1471,0.0616,0.0398,0.04,0.0993
0500000US49011,"Davis County, Utah",121763,0.0309,0.1652,0.2039,0.1555,0.1234,0.1495,0.0774,0.0506,0.019,0.0244
0500000US49035,"Salt Lake County, Utah",451040,0.03,0.1434,0.1421,0.126,0.1173,0.1684,0.0815,0.0928,0.0302,0.0683
0500000US49045,"Tooele County, Utah",25107,0.0639,0.2062,0.1907,0.1732,0.0916,0.0719,0.0805,0.0416,0.0249,0.0558
0500000US49049,"Utah County, Utah",212767,0.0639,0.2266,0.2263,0.1504,0.0752,0.1126,0.0414,0.0359,0.0279,0.0397
0500000US49053,"Washington County, Utah",82612,0.0773,0.2444,0.2562,0.19,0.1101,0.0666,0.0288,0.0109,0.0092,0.0065
0500000US49057,"Weber County, Utah",100999,0.03,0.122,0.1731,0.1394,0.0955,0.1197,0.0813,0.1006,0.0593,0.0791
0500000US50007,"Chittenden County, Vermont",74913,0.0078,0.1313,0.0825,0.1369,0.17,0.1367,0.0971,0.061,0.0215,0.1553
0500000US51003,"Albemarle County, Virginia",49217,0.0233,0.1629,0.177,0.1446,0.1721,0.1423,0.0692,0.0358,0.0123,0.0604
0500000US51013,"Arlington County, Virginia",122458,0.0181,0.1077,0.1225,0.0907,0.1279,0.0943,0.1012,0.1358,0.1371,0.0646
0500000US51015,"Augusta County, Virginia",33132,0.0053,0.1131,0.1923,0.1987,0.1314,0.1286,0.0739,0.0509,0.0224,0.0835
0500000US51019,"Bedford County, Virginia",37468,0.0177,0.1118,0.1809,0.2234,0.1696,0.1354,0.0419,0.0394,0.0194,0.0604
0500000US51041,"Chesterfield County, Virginia",145946,0.0336,0.1169,0.1904,0.1656,0.197,0.169,0.0756,0.0323,0.0104,0.0091
0500000US51059,"Fairfax County, Virginia",429802,0.0145,0.0713,0.1219,0.1335,0.2285,0.1886,0.1331,0.0807,0.0161,0.0118
0500000US51061,"Fauquier County, Virginia",28634,0.0085,0.1024,0.1917,0.1325,0.215,0.0989,0.0584,0.0452,0.0227,0.1248
0500000US51069,"Frederick County, Virginia",37279,0.0246,0.203,0.284,0.1304,0.1261,0.1196,0.0339,0.0359,0.0155,0.027
0500000US51085,"Hanover County, Virginia",44755,0.0205,0.1229,0.1783,0.2083,0.1514,0.1042,0.0819,0.0417,0.0419,0.0489
0500000US51087,"Henrico County, Virginia",144674,0.016,0.0984,0.1463,0.1748,0.1664,0.1067,0.0906,0.125,0.0489,0.027
0500000US51095,"James City County, Virginia",34719,0.0222,0.1665,0.2509,0.2027,0.1738,0.084,0.047,0.0239,0.0146,0.0144
0500000US51107,"Loudoun County, Virginia",147077,0.024,0.2436,0.3192,0.1931,0.1086,0.0468,0.0245,0.01,0.004,0.0261
0500000US51121,"Montgomery County, Virginia",43057,0.0197,0.1311,0.1291,0.1704,0.1485,0.1737,0.0837,0.0634,0.0387,0.0417
0500000US51153,"Prince William County, Virginia",162078,0.0188,0.1403,0.2569,0.1641,0.1816,0.1332,0.0584,0.0261,0.007,0.0136
